UNIVERSITY INTERSCHOLASTIC LEAGUE
OFFICIAL CONCERT & SIGHTREADING CONTEST RESULTS
"Contest Date","Event","Region","School","TEA Code","City","Director","Additional Director","Accompanist","Conference","Classification","Non-Varsity Group","Entry Number","Title 1","Composer 1","Title 2","Composer 2","Title 3","Composer 3","Concert Judge","Concert Judge","Concert Judge","Concert Score 1","Concert Score 2","Concert Score 3","Concert Final Score","Sight Reading Judge","Sight Reading Judge","Sight Reading Judge","Sight Reading Score 1","Sight Reading Score 2","Sight Reading Score 3","Sight Reading Final Score","Award"
"04/11/2022","931-Mixed Chorus","13","Bush High School","079907011","Cypress","Arianna M Sandoval","","Mary Green","AAAAAA","Non-Varsity","","174859","I Carry Your Heart With Me (17754) (SATB)(vln) (accomp)","Stroope","Santo (15044) (SSATB) (a cappella)","Mendoza","Festival Sanctus (11716) (SATB)(Latin) (accomp)","Leavitt","Trenton Davis","Jason Dove","Amanda Robison","2","1","2","2","David Landgrebe","Nick Likos","Neena Taylor","1","1","1","1","2"
"04/11/2022","931-Mixed Chorus","13","Clements High School","079907004","Sugar Land","Janet Menzie","Ryan Bogner","Dr. Hangfong Au","AAAAAA","Varsity","","176057","Blow  blow  thou Winter wind (19548) (SATB) (accomp)","Rutter","Vamuvamba (16829) (SATB) (a cappella)","Anon. or Trad./Mganga","Lunar Lullaby","Jacob Narverud","Trenton Davis","Jason Dove","Amanda Robison","1","1","1","1","David Landgrebe","Nick Likos","Neena Taylor","1","1","1","1","A"
"04/11/2022","931-Mixed Chorus","13","Elkins High School","","Missouri City","John Richardson","","Pamel","AAAAAA","varsity","","176996","Fair Phyllis (11550)","Farmer/","If Music Be the Food of Love (18495)","Dickau/","Tarekita","Esmail","Trenton Davis","Jason Dove","Amanda Robison","1","1","1","1","David Landgrebe","Nick Likos","Neena Taylor","1","1","1","1","A"
"04/11/2022","931-Mixed Chorus","13","Foster High School","079901003","RICHMOND","Jason Carson","","Marilyn Kline","AAAAA","Varsity","","176418","O Love (24232) (SATB) (accomp)","Hagenberg","Dixit Maria (11362) (a cappella)","Hassler","Muusika","Part Uusberg","Trenton Davis","Jason Dove","Amanda Robison","1","1","1","1","David Landgrebe","Nick Likos","Neena Taylor","1","1","1","1","A"
"04/11/2022","931-Mixed Chorus","13","Fulshear High School","079901010","Fulshear","Benjamin Luss","","Mary Green","AAAAA","Varsity","","171884","Placido e il mar (11728) (Italian) (accomp)","Mozart/Wagner","O Magnum Mysterium (18494) (SATB) (a cappella)","Antognini","As Astra","Narverud","Trenton Davis","Jason Dove","Amanda Robison","2","1","1","1","David Landgrebe","Nick Likos","Neena Taylor","2","2","1","2","1"
"04/11/2022","931-Mixed Chorus","13","George Ranch High School","079-901-009","Richmond","Charles Williams","","Bethany Piazza","AAAAAA","Varsity","","176764","Musicks Empire from Triptych (11875) (SATB divisi) (a cappella)","Pfautsch","Cantique de Jean Racine Op. 11 (11923) (French) (accomp)","Faure/Rutter","Daemon Irrepit Callidus (15179) (a cappella)","Orban","Trenton Davis","Jason Dove","Amanda Robison","1","1","1","1","David Landgrebe","Nick Likos","Neena Taylor","1","1","1","1","A"
"04/11/2022","931-Mixed Chorus","13","Hightower High School","","Missouri City","Marion Ross","","Mei Lian","AAAAA","non-varsity","D","176626","Laudate","Nystedt","Didnt My Lord Deliver Daniel (11248) (SAB) (accomp)","Anon. or Trad./Emerson","Over the Rainbow","Chinn","Trenton Davis","Jason Dove","Amanda Robison","1","2","2","2","David Landgrebe","Nick Likos","Neena Taylor","2","2","2","2",""
"04/11/2022","931-Mixed Chorus","13","Lamar Consolidated High School","079901001","Rosenberg","Sean Saunders","","Caryn  Martin ","AAAAA","Non-Varsity","A","173507","Laudamus Te (16785) (SAB) (accomp)","Poorman","A Red  Red Rose (11392) (SAB) (a cappella)","Burton","Elijah Rock (20702) (SATB  ) (accomp)","Spiritual/Emerson","Trenton Davis","Jason Dove","Amanda Robison","2","2","2","2","David Landgrebe","Nick Likos","Neena Taylor","1","1","2","1","2"
"04/11/2022","931-Mixed Chorus","13","Marshall High School","4454841","Missouri City","Karisma Mendoza","N/A","Aaron Hervey","AAAAA","Non-Varsity","","176444","Barter","DeWald","O Magnum Mysterium","Ramos","Didn't My Lord Deliver Daniel?","Gilpin","Trenton Davis","Jason Dove","Amanda Robison","2","3","3","3","David Landgrebe","Nick Likos","Neena Taylor","2","2","2","2",""
"04/11/2022","931-Mixed Chorus","13","Ridge Point High School","079-907-016","Missouri City","Chelsea Berner","","","AAAAAA","Varsity","","177087","Haleluya  haleli nafshi","Rossi/Jacobson","My Flight for Heaven","Blake Henson","Thixo Onothando","Michael Barrett","Trenton Davis","Jason Dove","Amanda Robison","1","1","1","1","David Landgrebe","Nick Likos","Neena Taylor","1","1","1","1","A"
