UNIVERSITY INTERSCHOLASTIC LEAGUE
OFFICIAL CONCERT & SIGHTREADING CONTEST RESULTS
"Contest Date","Event","Region","School","TEA Code","City","Director","Additional Director","Accompanist","Conference","Classification","Non-Varsity Group","Entry Number","Title 1","Composer 1","Title 2","Composer 2","Title 3","Composer 3","Concert Judge","Concert Judge","Concert Judge","Concert Score 1","Concert Score 2","Concert Score 3","Concert Final Score","Sight Reading Judge","Sight Reading Judge","Sight Reading Judge","Sight Reading Score 1","Sight Reading Score 2","Sight Reading Score 3","Sight Reading Final Score","Award"
"04/26/2022","931-Mixed Chorus","8","China Spring High School","161920","China Spring","Daniel Farris","","L Robinson","AAAA","Varsity","","178171","Cantate Hodie","Mary Lynn Lightfoot","Esto Les Digo (15032) (SATB  sop solo) (a cappella)","Lange","Erev shel shoshanim (11496) (Hebrew) (accomp)","Anon. or Trad./Klebanow","Denise Eaton","Ryan Forkner","Kay Owens","2","2","1","2","Terry Berrier","Nathan Dame","Leigh Ann McClure","2","2","2","2",""
"04/26/2022","931-Mixed Chorus","8","Jarrell High School","246907","Jarrell","Ashton Jung","","Elaine Garcia","AAAA","Non-Varsity","","178069","Gloria Alleluia (11280) (3 part mixed) (a cappella)","Crocker","Wild Mountain Thyme (22758) (3 part mixed) (opt flute) (accomp)","Traditional Scottish Folk Song/Parr","I Will Sing You the Stars","Burrows","Denise Eaton","Ryan Forkner","Kay Owens","3","3","3","3","Terry Berrier","Nathan Dame","Leigh Ann McClure","3","4","3","3",""
"04/26/2022","931-Mixed Chorus","8","Lake Belton High School","014903","Temple","Terrance Livingston","","Nelda Milligan","AAAA","Varsity","","177967","Grace Before Sleep","Susan Labarr","Festival Sanctus","Leavitt","Dies Irae","Ryan Main","Denise Eaton","Ryan Forkner","Kay Owens","2","1","1","1","Terry Berrier","Nathan Dame","Leigh Ann McClure","1","1","1","1","A"
"04/26/2022","931-Mixed Chorus","8","Midway High School","166903","Waco","Jeff Rice","Jannifer Rice  Caleb Overstreet","Dr. Brad Baker","AAAAAA","Varsity","","177385","Laetatus Sum (11712) (Latin) (accomp)","Haydn/Stein","Ave Verum Corpus (11805) (Latin) (a cappella)","Byrd/Greenberg","The Music of Stillness","Hagenberg","Denise Eaton","Ryan Forkner","Kay Owens","1","1","1","1","Terry Berrier","Nathan Dame","Leigh Ann McClure","1","1","1","1","A"
"04/26/2022","931-Mixed Chorus","8","Waco High School","161914","Waco","Stephanie Asselin","","Shawna Furman","AAAAAA","Non-Varsity","","177985","Eatnemen Vueile (Song of the Earth)","Fjellheim/Crocker","Twilight","Beck","Elijah Rock!","Emerson","Denise Eaton","Ryan Forkner","Kay Owens","1","1","2","1","Terry Berrier","Nathan Dame","Leigh Ann McClure","2","2","1","2","2"
"04/26/2022","931-Mixed Chorus","8","Waco High School","161914","Waco","Brently Bartlett","","Shawna Furman","AAAAAA","Varsity","","177952","El Grillo","des Prez","Ballade to the Moon","Elder","Clap Praise","White-Clayton","Denise Eaton","Ryan Forkner","Kay Owens","2","2","2","2","Terry Berrier","Nathan Dame","Leigh Ann McClure","2","3","2","2",""
"04/26/2022","933-Tenor/Bass Chorus","8","China Spring High School","161920","China Spring","Daniel Farris","","L Robinson","AAAA","Sub Non-Varsity","","178169","Shady Grove","Jerry Estes","Leave Her  Johnny (12647) (TB or TTB) (a cappella)","Anon. or Trad./Crocker","Tu Es Petrus (22708) (TTB) (accomp)","Davison","Denise Eaton","Ryan Forkner","Kay Owens","2","2","2","2","Terry Berrier","Nathan Dame","Leigh Ann McClure","2","2","2","2",""
"04/26/2022","933-Tenor/Bass Chorus","8","China Spring High School","161920","China Spring","Rachel Johnson","","Lisa Robinson","AAAA","Non-Varsity","","177403","Poor Wayfaring Stranger (15231) (accomp)","Anon. or Trad./Estes","Sing to the Lord (12678) (a cappella)","Crocker","Niska Banja","Nick Page","Denise Eaton","Ryan Forkner","Kay Owens","2","2","2","2","Terry Berrier","Nathan Dame","Leigh Ann McClure","2","3","2","2",""
"04/26/2022","933-Tenor/Bass Chorus","8","Corsicana High School","175903","Corsicana","Christopher Wheelock","","Dr. Amanda Hughes","AAAAA","Non-Varsity","","178020","Dodi Li","Nira Chen/arr. Doreen Rao","She Walks in Beauty (16987) (TB) (accomp)","Farnell","The Chariot Spiritual (15240) [T(T)B(B)  opt descant] (accomp)","Anon. or Trad./Moore","Denise Eaton","Ryan Forkner","Kay Owens","2","2","3","2","Terry Berrier","Nathan Dame","Leigh Ann McClure","2","2","2","2",""
"04/26/2022","933-Tenor/Bass Chorus","8","Lake Belton High School","014903","Temple","Terrance Livingston","","Nelda Milligan","AAAA","Non-Varsity","","177971","Benedictus","Emily Crocker","Go  Lovely Rose","Earlene Rentz","Cover Me With The Night","Andrea Ramsey","Denise Eaton","Ryan Forkner","Kay Owens","1","1","1","1","Terry Berrier","Nathan Dame","Leigh Ann McClure","1","1","1","1","C"
