UNIVERSITY INTERSCHOLASTIC LEAGUE
OFFICIAL CONCERT & SIGHTREADING CONTEST RESULTS
"Contest Date","Event","Region","School","TEA Code","City","Director","Additional Director","Accompanist","Conference","Classification","Non-Varsity Group","Entry Number","Title 1","Composer 1","Title 2","Composer 2","Title 3","Composer 3","Concert Judge","Concert Judge","Concert Judge","Concert Score 1","Concert Score 2","Concert Score 3","Concert Final Score","Sight Reading Judge","Sight Reading Judge","Sight Reading Judge","Sight Reading Score 1","Sight Reading Score 2","Sight Reading Score 3","Sight Reading Final Score","Award"
"04/11/2022","931-Mixed Chorus","31","Creekview High School","057903006","Carrollton  TX","Kelly Pfaffenberger","","Mary Anna Salo","AAAAA","Varsity","","176704","With a Voice of Singing (11646) (SSAATB) (a cappella)","Jennings","O Magnum Mysterium (18494) (SATB) (a cappella)","Antognini","Ye Followers of the Lamb (15073) (SSAATB) (accomp)","Anon. or Trad./Ferguson","Ryan Forkner","Randy Jordan","Leigh Ann McClure","1","1","1","1","Terry Berrier","Francis Cathlina","Janwin Overstreet-Goode","1","1","1","1","A"
"04/11/2022","931-Mixed Chorus","31","Irving High School","057-912-002","Irving","Ricardo Monreal","Jannette Anderson","Dr. Melissa Sky-Eagle","AAAAAA","Varsity","","176412","April Is In My Mistress' Face","Thomas Morley","Dirait 'on","Morten Lauridsen","Esto Les Digo ","Kinley Lange","Ryan Forkner","Randy Jordan","Leigh Ann McClure","2","2","2","2","Terry Berrier","Francis Cathlina","Janwin Overstreet-Goode","2","2","2","2",""
"04/11/2022","931-Mixed Chorus","31","L.D. Bell High School","220 916 001","Arlington","Carla Lindberg","Jo Ann Antinone","Jimmy Baas","AAAAAA","Non-Varsity","","175779","Walk in Jerusalem Just-a Like John","Thygerson","Jubilate Deo","Halmos","Rise Up  My Love  My Fair One","McCray","Ryan Forkner","Randy Jordan","Leigh Ann McClure","2","1","2","2","Terry Berrier","Francis Cathlina","Janwin Overstreet-Goode","1","1","1","1","2"
"04/11/2022","931-Mixed Chorus","31","L.D. Bell High School","220 916 001","Hurst","Jo Ann Antinone","Carla Lindberg","Carla Lindberg","AAAAAA","Varsity","","175658","With a Voice of Singing (16802) (SATB) (accomp)","Shaw","O Lux Beatissima (17757) (SATB) (a cappella)","Helvey","Mata del Anima Sola","Estevez","Ryan Forkner","Randy Jordan","Leigh Ann McClure","1","1","1","1","Terry Berrier","Francis Cathlina","Janwin Overstreet-Goode","1","1","1","1","A"
"04/11/2022","931-Mixed Chorus","31","MacArthur High School","057912003","Irving","Lauren Davis","Clinton Blanco","Sarah Becker","AAAAAA","Varsity","","174820","Earth Song (17750) (SATB) (a cappella)","Ticheli","Suliko","Brent Wells","Muie Rendera (11833) (Portuguese) (SSATB) (a cappella)","Fonseca","Ryan Forkner","Randy Jordan","Leigh Ann McClure","1","2","1","1","Terry Berrier","Francis Cathlina","Janwin Overstreet-Goode","1","1","1","1","A"
"04/11/2022","931-Mixed Chorus","31","Newman Smith High School","057903002","Carrollton","Aaron Lucero","Paige Nolan","Robin Brockway-Nichols","AAAAA","Varsity","","176878","Alleluia Incantation","Miller","Der Tanz (11740) (German) (accomp)","Schubert/Robinson","The Pasture (No. 2 from Where the Earth Meets the Sky) (16821) (SATB) (accomp)","Stroope","Ryan Forkner","Randy Jordan","Leigh Ann McClure","1","1","1","1","Terry Berrier","Francis Cathlina","Janwin Overstreet-Goode","2","1","1","1","A"
"04/11/2022","931-Mixed Chorus","31","Nimitz High School","	057912004","Irving","Erin Scalisi","Andrew Benson","Benjamin Cepeda","AAAAAA","Varsity","","173737","Soon-ah Will Be Done (22798) (SATB) (a cappella)","Traditional Spiritual","Omnia Sol (24229) (SSAB) (opt. brass and percussion) (accomp)","Stroope","Will The Circle Be Unbroken","Moore","Ryan Forkner","Randy Jordan","Leigh Ann McClure","1","1","1","1","Terry Berrier","Francis Cathlina","Janwin Overstreet-Goode","1","1","1","1","A"
"04/11/2022","931-Mixed Chorus","31","R L Turner High School"," 057-903-001","Carrollton ","Evan Brown","Austen Heatherly","Rebecca Lowrey","AAAAA","Varsity","","175671","Sehnsucht (11915) (German) (accomp)","Brahms/Klein","Set Me As A Seal (from a new Creation) (11615) (SATB div) (a cappella)","Clausen","Muie Rendera (11833) (Portuguese) (SSATB) (a cappella)","Fonseca","Ryan Forkner","Randy Jordan","Leigh Ann McClure","1","1","1","1","Terry Berrier","Francis Cathlina","Janwin Overstreet-Goode","1","1","1","1","A"
"04/11/2022","931-Mixed Chorus","31","Ranchview High School","057903007","Irving","Matthew Fabilenia","Hope Myers","Clinton Bray","AAAA","Varsity","","174945","Elijah Rock!","Emerson","Hymn from 'Morella'","Adams","TaReKiTa","Esmail","Ryan Forkner","Randy Jordan","Leigh Ann McClure","1","1","2","1","Terry Berrier","Francis Cathlina","Janwin Overstreet-Goode","1","1","1","1","A"
"04/11/2022","931-Mixed Chorus","31","Trinity High School","220916002	","Euless","Debra Sanders","Michael Dean","Michael King","AAAAAA","Non-Varsity","","175786","Sing and Rejoice! (21947)","Albrecht/","Deep River","Johnson","Viva! (21951)","Mozart/Liebergen","Ryan Forkner","Randy Jordan","Leigh Ann McClure","1","1","1","1","Terry Berrier","Francis Cathlina","Janwin Overstreet-Goode","1","1","1","1","C"
