UNIVERSITY INTERSCHOLASTIC LEAGUE
OFFICIAL CONCERT & SIGHTREADING CONTEST RESULTS
"Contest Date","Event","Region","School","TEA Code","City","Director","Additional Director","Accompanist","Conference","Classification","Non-Varsity Group","Entry Number","Title 1","Composer 1","Title 2","Composer 2","Title 3","Composer 3","Concert Judge","Concert Judge","Concert Judge","Concert Score 1","Concert Score 2","Concert Score 3","Concert Final Score","Sight Reading Judge","Sight Reading Judge","Sight Reading Judge","Sight Reading Score 1","Sight Reading Score 2","Sight Reading Score 3","Sight Reading Final Score","Award"
"04/19/2022","931-Mixed Chorus","27","Brenham High School","6874","Brenham Tx","Amanda Seymour","Elizabeth Foster","Eliza Booth","AAAAA","Varsity","","168397","Viva! (21951) (accomp)","Mozart/Liebergen","O Vos Omnes (16781) (SATB) (a cappella)","Croce/Leavitt","In Meeting We Are Blessed","Robertson","Jason Dove","Davina Hendrix","Susan Neff","1","1","1","1","Bona Coogle","Michael Kessler","Joe Weir","1","1","1","1","A"
"04/19/2022","931-Mixed Chorus","27","Bridgeland High School","101907016","Cypress","Christopher Fiorini","Dolores Noel","","AAAAAA","Varsity","","173050","Hark  I Hear the Harps Eternal (11874) (SATB divisi) (a cappella)","Anon. or Trad./Parker","Placido e il mar (11728) (Italian) (accomp)","Mozart/Wagner","Dies Irae","Trotta","Jason Dove","Davina Hendrix","Susan Neff","1","1","1","1","Bona Coogle","Michael Kessler","Joe Weir","1","1","1","1","A"
"04/19/2022","931-Mixed Chorus","27","Cy-Fair High School","101907002","Cypress","Nicholas Likos","","Beverly Wanner","AAAAAA","Varsity","","172434","O Sing Joyfully (16851) (SATB) (a cappella)","Batten","Welcome Home (22806) (SATB) (a cappella)","Brewer","At the Round Earths Imagined Corners (11684) (SAATTBB) (a cappella)","Spencer","Jason Dove","Davina Hendrix","Susan Neff","1","1","1","1","Bona Coogle","Michael Kessler","Joe Weir","1","1","1","1","A"
"04/19/2022","931-Mixed Chorus","27","Cypress Creek High School","101907004","Houston","Sharon F Paul","Alexander Bruce","Jane Malczewskyj","AAAAAA","Varsity","","175739","Sanctus (from Requiem in c minor) (11701) (Latin) (accomp)","Cherubini/Craig/Mason/Liebergen","Shout to God (16803) (SATB) (accomp)","Martin","Music  When Soft Voices Die (11470) (accomp)","Butler","Jason Dove","Davina Hendrix","Susan Neff","1","1","1","1","Bona Coogle","Michael Kessler","Joe Weir","1","1","1","1","A"
"04/19/2022","931-Mixed Chorus","27","Cypress Falls High School","101907007","Houston","Deidre Douglas","","","AAAAAA","Varsity","","177278","Der Tanz (11740) (German) (accomp)","Schubert/Robinson","Nearer My God To Thee","Mason/Slawson","Yo Le Canto Todo El Dia (15060) (SSATB) (accomp)","Brunner","Jason Dove","Davina Hendrix","Susan Neff","1","1","1","1","Bona Coogle","Michael Kessler","Joe Weir","1","1","1","1","A"
"04/19/2022","931-Mixed Chorus","27","Cypress Lakes High School","","Katy","Lelah Loftin","Jeanna Baibos","Baibos","AAAAAA","varsity","","175873","Kyrie","Hadyn/Liebergen","Dirait-On (from Les Chansons des Roses) (11715)","Lauridsen/","Ye Followers of the Lamb (15073)","Anon. or Trad./Ferguson","Jason Dove","Davina Hendrix","Susan Neff","1","1","1","1","Bona Coogle","Michael Kessler","Joe Weir","2","2","2","2","1"
"04/19/2022","931-Mixed Chorus","27","Cypress Park High School","101-907-015","Cypress","Kammi Estelle","","","AAAAAA","Varsity","","172474","Dirait-On (from Les Chansons des Roses) (11715) (SATBB) (French) (accomp)","Lauridsen","Salmo 150 (11602) (a cappella)","Aguiar","Omnia Sol (24229) (SSAB) (opt. brass and percussion) (accomp)","Stroope","Jason Dove","Davina Hendrix","Susan Neff","1","1","1","1","Bona Coogle","Michael Kessler","Joe Weir","2","2","2","2","A"
"04/19/2022","931-Mixed Chorus","27","Cypress Ranch High School","101-907-012","Cypress","Cynthia Douglas","Adam Bishea  Stefanie Stephens","Beverly Wanner","AAAAAA","Varsity","","172953","Hark  I Hear the Harps Eternal (11874) (SATB divisi) (a cappella)","Anon. or Trad./Parker","The Nightingale","Forrest","Muie Rendera (11833) (Portuguese) (SSATB) (a cappella)","Fonseca","Jason Dove","Davina Hendrix","Susan Neff","1","1","1","1","Bona Coogle","Michael Kessler","Joe Weir","1","1","1","1","A"
"04/19/2022","931-Mixed Chorus","27","Cypress Ridge High School","101907010","Houston","BJ Douglas","","Steven Shipman","AAAAAA","Varsity","","175415","De Profundis","Russell Robinson","O Love (24232)","Hagenberg/","Dorven Dalai (The Four Seas) (15121)","Anon. or Trad./Yongrub","Jason Dove","Davina Hendrix","Susan Neff","1","1","1","1","Bona Coogle","Michael Kessler","Joe Weir","1","1","1","1","A"
"04/19/2022","931-Mixed Chorus","27","Cypress Springs High School","101907009","Cypress","Joseph Akers","N/A","Mrs. Sehoy Meeks","AAAAAA","Varsity","","176908","O Vos Omnes (16781) (SATB) (a cappella)","Croce/Leavitt","Lebenslust (11741) (German) (accomp)","Schubert/Gordon","Ave Verum Corpus (11938) (Latin) (accomp)","Mozart/Jones","Jason Dove","Davina Hendrix","Susan Neff","1","1","1","1","Bona Coogle","Michael Kessler","Joe Weir","1","1","1","1","A"
