UNIVERSITY INTERSCHOLASTIC LEAGUE
OFFICIAL CONCERT & SIGHTREADING CONTEST RESULTS
"Contest Date","Event","Region","School","TEA Code","City","Director","Additional Director","Accompanist","Conference","Classification","Non-Varsity Group","Entry Number","Title 1","Composer 1","Title 2","Composer 2","Title 3","Composer 3","Concert Judge","Concert Judge","Concert Judge","Concert Score 1","Concert Score 2","Concert Score 3","Concert Final Score","Sight Reading Judge","Sight Reading Judge","Sight Reading Judge","Sight Reading Score 1","Sight Reading Score 2","Sight Reading Score 3","Sight Reading Final Score","Award"
"03/29/2006","931-Mixed Chorus","7","Hughes Middle School","","Burleson","Janie Sard","","","CC","Varsity","","20731","AN IRISH BLESSING","DEWITT","RISE UP THIS DAY TO CELEBRATE","LIEBERGEN","Adoramus Te","Crocker","Laura Grametbaur","Cindy Moser-Ja","Cameron Sullenberger","2","2","2","2","Marcia Haugarth","Robert King/Travis Angel","Natalyn Whitis","2","3","3","3",""
"03/29/2006","931-Mixed Chorus","7","Junction Middle School","","Junction","Becky Stapper","","","C","Non-Varsity","","20218","Hope Is the Thing With Feathers","Hollman","An Irish Blessing","DeWitt","The Wells Fargo Wagon","Willson/Emerson","Laura Grametbaur","Cindy Moser-Ja","Cameron Sullenberger","4","4","4","4","Marcia Haugarth","Robert King/Travis Angel","Natalyn Whitis","3","4","4","4",""
"03/29/2006","933-Tenor/Bass Chorus","7","Acton MS","","Granbury","Alicia Campbell or Greg Doss","","","BBB","Non-Varsity","","22880","Chester (TBB)","Follett (arr)","Come Travel With Me (TTB)","Farthing","Red River Valley (TB or TTB)","Crocker/Leavitt (arr)","Laura Grametbaur","Cindy Moser-Ja","Cameron Sullenberger","2","1","2","2","Marcia Haugarth","Robert King/Travis Angel","Natalyn Whitis","1","2","1","1","PL2"
"03/29/2006","933-Tenor/Bass Chorus","7","Alvarado Junior High School","","Alvarado","Stephen Evans","","","CC","Non-Varsity","","23022","A Red  Red Rose","Crocker","The Voice Of The Sea (from Three Sea Chanteys)","Juneau","Come Travel With Me (TTB)","Farthing","Laura Grametbaur","Cindy Moser-Ja","Cameron Sullenberger","2","1","2","2","Marcia Haugarth","Robert King/Travis Angel","Natalyn Whitis","1","1","1","1","PL2"
"03/29/2006","933-Tenor/Bass Chorus","7","crowley ms","","Ft. Worth  TX","Helen Rogers","","","CCC","Non-Varsity","","20411","Noah's Ark (TT or TTB  TB or TBB)","Siltman","Sansa Kroma (TTB) (percussion) (published separately)","Crocker (arr)","She Walks in Beauty","Laura Farnell","Laura Grametbaur","Cindy Moser-Ja","Cameron Sullenberger","2","2","2","2","Marcia Haugarth","Robert King/Travis Angel","Natalyn Whitis","2","2","2","2",""
"03/29/2006","933-Tenor/Bass Chorus","7","Granbury Middle School","","Granbury ","Randall Walters","","","BBB","Non-Varsity","","26226","The Colorado Trail (TTB)","Scoggin (arr)","Red River Valley (TB or TTB)","Crocker/Leavitt (arr)","Rosalee","Perry","Laura Grametbaur","Cindy Moser-Ja","Cameron Sullenberger","2","1","1","1","Marcia Haugarth","Robert King/Travis Angel","Natalyn Whitis","2","2","2","2","PL2"
"03/29/2006","933-Tenor/Bass Chorus","7","Granbury Middle School","","Granbury ","Randall Walters","","","BBB","Non-Varsity","","22583","The Colorado Trail","Scoggin  Arr.","Red River Valley (TB or TTB)","Crocker/Leavitt (arr)","Rosalee","Perry","Laura Grametbaur","Cindy Moser-Ja","Cameron Sullenberger","","","","","Marcia Haugarth","Robert King/Travis Angel","Natalyn Whitis","","","","",""
"03/29/2006","933-Tenor/Bass Chorus","7","Hall/Tison","","Weatherford","Kathi Richards","","","CC","Combined","","22419","Codfish Shanty","Singh (arr)","The Mustang","DeWitt","That's Where My Money Goes","Leininger/Wimberly","Laura Grametbaur","Cindy Moser-Ja","Cameron Sullenberger","2","1","2","2","Marcia Haugarth","Robert King/Travis Angel","Natalyn Whitis","1","1","1","1","PL2"
"03/29/2006","933-Tenor/Bass Chorus","7","Hughes Middle School","","Burleson","Janie Sard","","","CC","Non-Varsity","","20738","Kyrie","Krunnfusz","Men of Iwo Jima","SILTMAN","Come on  Boys","Bailey","Laura Grametbaur","Cindy Moser-Ja","Cameron Sullenberger","2","2","1","2","Marcia Haugarth","Robert King/Travis Angel","Natalyn Whitis","2","2","2","2",""
"03/29/2006","933-Tenor/Bass Chorus","7","Kerr Middle School","","Burleson","Cindy Glenn","","","CCC","Varsity","","22330","Jesu  Joy of Man's Desiring","Bach/Siltman","Goodbye My Lover  Goodbye","Siltman","Salty Dog","Siltman","Laura Grametbaur","Cindy Moser-Ja","Cameron Sullenberger","1","1","1","1","Marcia Haugarth","Robert King/Travis Angel","Natalyn Whitis","1","1","1","1","SWD"
