UNIVERSITY INTERSCHOLASTIC LEAGUE
OFFICIAL CONCERT & SIGHTREADING CONTEST RESULTS
"Contest Date","Event","Region","School","TEA Code","City","Director","Additional Director","Accompanist","Conference","Classification","Non-Varsity Group","Entry Number","Title 1","Composer 1","Title 2","Composer 2","Title 3","Composer 3","Concert Judge","Concert Judge","Concert Judge","Concert Score 1","Concert Score 2","Concert Score 3","Concert Final Score","Sight Reading Judge","Sight Reading Judge","Sight Reading Judge","Sight Reading Score 1","Sight Reading Score 2","Sight Reading Score 3","Sight Reading Final Score","Award"
"04/06/2017","935-Treble Chorus","1","Bonham MS","","Amarillo","Lizabeth Manfredi","","Jim Rauscher","CC","Non-Varsity","","125523","Pie Jesu (from Requiem) (Latin) (unison)","Faure/Busch","Mailied II (Second May Song) (German or English) (SA) (sing three verses) (omit french horn)","Schubert/ ","Dodi Li (SA  solo opt)","Chen/Rao","Tana Marks  ","Vicki Baker","Randall Walters","1","1","1","1","Laura Grametbaur	","Carol Powers","Wendy Weeks  ","1","1","1","1","D"
"04/06/2017","935-Treble Chorus","1","Bowie MS","","Amarillo","Armando Pinales","","Mykel Byersmith","CCC","Varsity","","126026","Antiphonal Kyrie (SA)","Thrift/ ","God Be In My Head (SA)","Ramsey/ ","A Festive Alleluia (SA)(SSA)","Lightfoot/ ","Tana Marks  ","Vicki Baker","Randall Walters","2","2","2","2","Laura Grametbaur	","Carol Powers","Wendy Weeks  ","3","3","2","3",""
"04/06/2017","935-Treble Chorus","1","Bushland Middle School","","Bushland","Kimberly Miller","","Laura Lane","C","Varsity","","123483","Gloria Fanfare","Laura Farnell","Sing a Song of Sixpence","Michael D. Mendoza","O Lux Beatissima","Mark Patterson","Tana Marks  ","Vicki Baker","Randall Walters","1","2","1","1","Laura Grametbaur	","Carol Powers","Wendy Weeks  ","1","1","1","1","C"
"04/06/2017","935-Treble Chorus","1","Canyon Jr. High","","Canyon ","Heather Farren","","Eileene Moss","CC","Varsity","","123536","In Time of Silver Rain","Snyder","Lux Aeterna","Jones","Love's Tempest","Gray","Tana Marks  ","Vicki Baker","Randall Walters","1","2","1","1","Laura Grametbaur	","Carol Powers","Wendy Weeks  ","1","1","1","1","C"
"04/06/2017","935-Treble Chorus","1","Canyon Jr. High","","Canyon ","Heather Farren","","Eileene Moss","CC","Non-Varsity","","123533","Over the Sea to Skye","Eilers","Zum Gali Gali","Terri","Tiger! Tiger!","Lightfoot","Tana Marks  ","Vicki Baker","Randall Walters","1","1","1","1","Laura Grametbaur	","Carol Powers","Wendy Weeks  ","2","1","1","1","D"
"04/06/2017","935-Treble Chorus","1","Crockett MS","","Amarillo","Tiffany Mosier","","Janice Davis","CC","Varsity","","122578","La Violette (SSAA)(percussion required)","Acadian Folk Song/Brumfield","Confitemini Domino (SSA)","Drennan/ ","The Mermaid's Lament","Joseph M. Martin","Tana Marks  ","Vicki Baker","Randall Walters","1","1","1","1","Laura Grametbaur	","Carol Powers","Wendy Weeks  ","1","1","1","1","C"
"04/06/2017","935-Treble Chorus","1","Crockett MS","","Amarillo","Tiffany Mosier","","Janice Davis","CC","Non-Varsity","","122573","Non nobis  Domine (Latin) (2 part)","Byrd/Wagner","This Shall be for Music (unison)","Patterson/ ","15. Going Down to Cairo (from Two-Part American Songs)  ","Williams/ ","Tana Marks  ","Vicki Baker","Randall Walters","1","1","1","1","Laura Grametbaur	","Carol Powers","Wendy Weeks  ","3","2","1","2","2"
"04/06/2017","935-Treble Chorus","1","deZavala MS","","Amarillo","Bryan Hackett","","Laura Lane","C","Varsity","","123782","The Violet (SSA)","Patterson/ ","Sonatemi un balletto (SSA)","Anon. or Trad./Gastoldi/Michaels","Skye Boat Song (SSA)","Anon. or Trad./Gilpin","Tana Marks  ","Vicki Baker","Randall Walters","1","1","1","1","Laura Grametbaur	","Carol Powers","Wendy Weeks  ","1","1","1","1","C"
"04/06/2017","935-Treble Chorus","1","Dumas Junior High","","Dumas","Tiffany Roberts","","Rhonda Swanson","CC","Varsity","","124557","For the Beauty of the Earth","John Rutter","Come  Ye Young Maidens","Patti DeWitt","A Joyful Song","Mary Lynn Lightfoot","Tana Marks  ","Vicki Baker","Randall Walters","3","3","3","3","Laura Grametbaur	","Carol Powers","Wendy Weeks  ","3","4","3","3",""
"04/06/2017","935-Treble Chorus","1","Fannin MS","","Amarillo","Kathie Brooks","","Mary Bush","CC","Non-Varsity","","124347","A la Puerta del Cielo (SA) (English or Spanish)","Anon. or Trad./Roth","Alleluia (from Gloria and Alleluia) (SA)","Schram/ ","Jubilate Deo! (SA)","Courtney/ ","Tana Marks  ","Vicki Baker","Randall Walters","3","3","2","3","Laura Grametbaur	","Carol Powers","Wendy Weeks  ","2","3","3","3",""
"04/06/2017","935-Treble Chorus","1","Fannin MS","","Amarillo","Kathie Brooks","","Mary Bush","CC","Varsity","","124336","Heart  We Will Forget Him! (SSA)","Farnell/ ","Non Nobis  Domine (SSA)","Byrd/Bartle","I Couldn't Hear Nobody Pray (SSA)","Andre J. Thomas","Tana Marks  ","Vicki Baker","Randall Walters","1","2","3","2","Laura Grametbaur	","Carol Powers","Wendy Weeks  ","1","1","2","1","2"
"04/06/2017","935-Treble Chorus","1","Hereford Jr. High","","Hereford  TX","Margaret Williams","","L. Gilbert","CC","Varsity","","126402","Love In Thy Youth (SA)","Crocker/Leavitt","Pick a Bale of Cotton (2 part)","Anon. or Trad./Bertaux","Buttermilk Hill","Bacon","Tana Marks  ","Vicki Baker","Randall Walters","1","1","2","1","Laura Grametbaur	","Carol Powers","Wendy Weeks  ","4","4","5","4","2"
"04/06/2017","935-Treble Chorus","1","Mann MS","","Amarillo","Crystal Chambers","","Marcus Bradford","CC","Varsity","","125732","Shiru L'Adonai","David Neches","Afternoon on a Hill  ","Potts/ ","Ode to Peace (2 part) (opt brass quintet)","Gallina/ ","Tana Marks  ","Vicki Baker","Randall Walters","2","3","3","3","Laura Grametbaur	","Carol Powers","Wendy Weeks  ","1","1","1","1","2"
"04/06/2017","935-Treble Chorus","1","Pampa Junior High","","Pampa","Tammy May","Stacy Pepper","Suzanne Wood","CC","Non-Varsity","","124114","J'entends le moulin (I Hear the Windmill) (SA)","French Canadian Folk Song/Crocker","9. Cajun Folk Song (from Two-Part American Songs)  ","Williams/ ","When the Moon","Bennighof","Tana Marks  ","Vicki Baker","Randall Walters","1","1","1","1","Laura Grametbaur	","Carol Powers","Wendy Weeks  ","1","1","1","1","D"
"04/06/2017","935-Treble Chorus","1","Pampa Junior High","","Pampa","Tammy May","Stacy Pepper","Suzanne Wood","CC","Varsity","","124109","Rise Up  My Love (SSAA)","Daley/ ","Boats Sail on the Rivers (SSA)","Johnson/ ","Come Away with Me","Butler","Tana Marks  ","Vicki Baker","Randall Walters","1","1","1","1","Laura Grametbaur	","Carol Powers","Wendy Weeks  ","1","1","1","1","C"
"04/06/2017","935-Treble Chorus","1","Perryton Junior High","","Perryton","Brian Warren","Keith Harris","Brenda Schnabel","CC","Varsity","","125810","Cantate (Latin) (2 part)","Donnelly/Strid","How Can I Keep from Singing (SSA)","Anon. or Trad./Herrington","Dark Brown is the River","Audrey Snyder","Tana Marks  ","Vicki Baker","Randall Walters","2","2","3","2","Laura Grametbaur	","Carol Powers","Wendy Weeks  ","2","2","2","2",""
"04/06/2017","935-Treble Chorus","1","River Road Middle School","","Amarillo","Don Zidlicky","","Jim Gardner","C","Varsity","","125729","Night Song (SA)","Hester/ ","Hotaru Koi (Ho  Firefly) (Japanese)","Anon. or Trad./Ogura","Praise The Lord","Adler","Tana Marks  ","Vicki Baker","Randall Walters","2","2","2","2","Laura Grametbaur	","Carol Powers","Wendy Weeks  ","1","1","1","1","2"
"04/06/2017","935-Treble Chorus","1","Sam Houston Middle School","","Amarillo","Jessica Swenn","","Cristi Dollar","CC","Varsity","","126067","Cantate Hodie (Sing Today) (SSA)","Lightfoot/ ","Medieval Gloria (SA) (w/ hand drum)","Singh/ ","The Poet Sings (SSA)","Stroope/ ","Tana Marks  ","Vicki Baker","Randall Walters","2","2","2","2","Laura Grametbaur	","Carol Powers","Wendy Weeks  ","3","3","3","3",""
"04/06/2017","935-Treble Chorus","1","Travis MS","","Amarillo","Nichole Wells","","Libby Clifton","CC","Non-Varsity","C","126390","Antiphonal Kyrie (SA)","Thrift/ ","God Be In My Head (SA)","Ramsey/ ","She Sings","Amy F. Bernon","Tana Marks  ","Vicki Baker","Randall Walters","3","2","3","3","Laura Grametbaur	","Carol Powers","Wendy Weeks  ","3","3","3","3",""
"04/06/2017","935-Treble Chorus","1","Travis MS","","Amarillo","Nichole Wells","","Libby Clifton","CC","Varsity","","126386","Cantate Domino! Alleluia! (Latin)","Miller/ ","The Poet Sings (SSA)","Stroope/ ","The Mouse Madrigal","Arr. Steven Porter","Tana Marks  ","Vicki Baker","Randall Walters","2","2","2","2","Laura Grametbaur	","Carol Powers","Wendy Weeks  ","2","3","3","3",""
"04/06/2017","935-Treble Chorus","1","Westover Park JH","","Amarillo","Mika Daniels","","Doug McCause","CCC","Varsity","","120816","You Are My Music  ","Farnell/ ","Mein Feinslieb (SSA)","Jeep/Leavitt","Shady Grove (with The Cuckoo undefined","Anon. or Trad./Allsbrook/Goodin","Tana Marks  ","Vicki Baker","Randall Walters","2","2","1","2","Laura Grametbaur	","Carol Powers","Wendy Weeks  ","2","2","2","2",""
"04/06/2017","935-Treble Chorus","1","Westover Park JH","","Amarillo","Mika Daniels","","Doug McCause","CCC","Non-Varsity","","120815","Lux Aeterna (SA)(A Capella only)","Jones/ ","Sing a Song of Sixpence (SA) (2 clarinets)","Mendoza/ ","Make Space for Life to Live  ","Trotta/ ","Tana Marks  ","Vicki Baker","Randall Walters","3","3","2","3","Laura Grametbaur	","Carol Powers","Wendy Weeks  ","2","1","2","2",""
