UNIVERSITY INTERSCHOLASTIC LEAGUE
OFFICIAL CONCERT & SIGHTREADING CONTEST RESULTS
"Contest Date","Event","Region","School","TEA Code","City","Director","Additional Director","Accompanist","Conference","Classification","Non-Varsity Group","Entry Number","Title 1","Composer 1","Title 2","Composer 2","Title 3","Composer 3","Concert Judge","Concert Judge","Concert Judge","Concert Score 1","Concert Score 2","Concert Score 3","Concert Final Score","Sight Reading Judge","Sight Reading Judge","Sight Reading Judge","Sight Reading Score 1","Sight Reading Score 2","Sight Reading Score 3","Sight Reading Final Score","Award"
"04/04/2016","931-Mixed Chorus","21","Bullard MS","","Bullard","Monica Hamilton","Kerry Baham","Kerry Baham","CC","Varsity","","114252","Sing Forever to the Lord","Jon Paige","How Fair a Rose","Jay Althouse","Sinner Man","Roger Emerson","Linda Ice","Dr. Kenny Sheppard","Melinda Smith","2","2","2","2","Lynnda Castolenia","Lara Strawther","Tracy D. Wooten (Chair)","2","2","1","2",""
"04/04/2016","931-Mixed Chorus","21","Whitehouse MS","","Whitehouse","May Wright","","Laurie Edwards","CCC","Varsity","","114077","Gloria Alleluia (3 part mixed)","Crocker/ ","Barter (SAB)","DeWald/ ","Joshua! (Fit the Battle of Jericho)","Arr: Kirby Shaw","Linda Ice","Dr. Kenny Sheppard","Melinda Smith","1","1","1","1","Lynnda Castolenia","Lara Strawther","Tracy D. Wooten (Chair)","1","1","1","1","C"
"04/04/2016","933-Tenor/Bass Chorus","21","Athens MS","","Athens","Sherrilyn Ewing","Bridget Scott","Beverly Swyden","CC","Non-Varsity","A","113072","Gloria Deo from Three Latin Songs (T(T)B)(perform #1 or #3)  ","Farnell","She Is Evening (T(T)B)","Courtney/ ","Da unten im Tale","Brahms/Talley","Linda Ice","Dr. Kenny Sheppard","Melinda Smith","1","2","2","2","Lynnda Castolenia","Lara Strawther","Tracy D. Wooten (Chair)","2","1","1","1","2"
"04/04/2016","933-Tenor/Bass Chorus","21","Brownsboro MS","","Tyler","Danae Stack","","Judy York","CC","Non-Varsity","","112072","The Vagabond (TB)(from the collection Songs of the Road and the Sea)","Farnell/ ","Rain","Crocker","Three Latin Songs (T(T)B)(perform #1 or #3)","Farnell/ ","Linda Ice","Dr. Kenny Sheppard","Melinda Smith","2","1","2","2","Lynnda Castolenia","Lara Strawther","Tracy D. Wooten (Chair)","2","2","3","2",""
"04/04/2016","933-Tenor/Bass Chorus","21","Hallsville MS","","Hallsville ","Rachel Lockard","","Susan Bilnoski","CCC","Non-Varsity","","114319","I Will Praise My God and King  ","Scoggin/ ","One More River (TB)","Anon. or Trad./Rentz","Billy  the Pirate  ","Christopher/ ","Linda Ice","Dr. Kenny Sheppard","Melinda Smith","1","1","1","1","Lynnda Castolenia","Lara Strawther","Tracy D. Wooten (Chair)","1","1","1","1","D"
"04/04/2016","933-Tenor/Bass Chorus","21","Henderson MS","","Henderson","Steven Sparkman","Jon Starling","Susanna Littleton","CC","Non-Varsity","B","112826","Sons of Art","Crocker/Leavitt","Annabel Lee","Lewis/Habash","Billy  the Pirate","Christopher","Linda Ice","Dr. Kenny Sheppard","Melinda Smith","3","3","3","3","Lynnda Castolenia","Lara Strawther","Tracy D. Wooten (Chair)","3","4","4","4",""
"04/04/2016","933-Tenor/Bass Chorus","21","Jacksonville MS","","Jacksonville","Erin Blankenship","","Phyllis Hunt","CCC","Non-Varsity","","113548","The Pirate  ","DeWitt/ ","Three Latin Songs (T(T)B)(perform #1 or #3)","Farnell/ ","Joshua!","arr. Moore","Linda Ice","Dr. Kenny Sheppard","Melinda Smith","2","2","1","2","Lynnda Castolenia","Lara Strawther","Tracy D. Wooten (Chair)","2","2","1","2",""
"04/04/2016","935-Treble Chorus","21","Athens MS","","Athens","Sherrilyn Ewing","Bridget Scott","Beverly Swyden","CC","Varsity","","113059","Sing a New Song (SA)","Scott","3 Czech Partner Songs","Anon. or Trad./Smisek","Something Told the Wild Geese (SA)","Anon. or Trad./Porterfield","Linda Ice","Dr. Kenny Sheppard","Melinda Smith","2","1","1","1","Lynnda Castolenia","Lara Strawther","Tracy D. Wooten (Chair)","1","1","1","1","C"
"04/04/2016","935-Treble Chorus","21","Boulter Middle School","","Tyler","Christolyn Milligan","","Amanda Hughes","CC","Non-Varsity","C","111909","Give Thanks and Praise (SA)","Handel/Kihlken","All Things Are Thine","Emily Crocker","The Drunken Sailor (SA)","Anon. or Trad./Crocker","Linda Ice","Dr. Kenny Sheppard","Melinda Smith","2","2","2","2","Lynnda Castolenia","Lara Strawther","Tracy D. Wooten (Chair)","3","2","2","2",""
"04/04/2016","935-Treble Chorus","21","Brownsboro MS","","Tyler","Danae Stack","","Judy York","CC","Varsity","","112008","Zum Gali Gali  ","Anon. or Trad./Terri","Shenandoah (SA)","Anon. or Trad./Farnell","Bashana Haba'ah (2 part)","Hirsch/ ","Linda Ice","Dr. Kenny Sheppard","Melinda Smith","2","2","2","2","Lynnda Castolenia","Lara Strawther","Tracy D. Wooten (Chair)","2","2","2","2",""
