UNIVERSITY INTERSCHOLASTIC LEAGUE
OFFICIAL CONCERT & SIGHTREADING CONTEST RESULTS
"Contest Date","Event","Region","School","TEA Code","City","Director","Additional Director","Accompanist","Conference","Classification","Non-Varsity Group","Entry Number","Title 1","Composer 1","Title 2","Composer 2","Title 3","Composer 3","Concert Judge","Concert Judge","Concert Judge","Concert Score 1","Concert Score 2","Concert Score 3","Concert Final Score","Sight Reading Judge","Sight Reading Judge","Sight Reading Judge","Sight Reading Score 1","Sight Reading Score 2","Sight Reading Score 3","Sight Reading Final Score","Award"
"04/20/2022","931-Mixed Chorus","15","ED: Economedes HS","108904002","Edinburg","Naida Ramsey","","","AAAAAA","Varsity","","171284","Viva","Mozart","Kyrie Eleison (16805) (SAB) (Latin) (a cappella)","Lechner/Leininger","If Music Be the Food of Love (18243) (SAB) (piano  flt or vln [not opt]) (accomp)","Miller","La Tanya Bell","Wesley Davis","Charles Flores","1","1","1","1","Christin Abbott","David Downam","Matias Garcia","1","1","1","1","A"
"04/20/2022","931-Mixed Chorus","15","Edinburg HS","108904001","Edinburg ","Rodrigo Reyes","Naida Jaggard  Cathy Rodriguez","Beverly Bradburn Avila","AAAAAA","Varsity","","173868","Ave Verum Corpus (11938) (Latin) (accomp)","","Soon-ah Will Be Done (22798) (SATB) (a cappella)","","Alles hat seine Zeit (11929) (German) (accomp)","","La Tanya Bell","Wesley Davis","Charles Flores","1","1","1","1","Christin Abbott","David Downam","Matias Garcia","1","1","1","1","A"
"04/20/2022","931-Mixed Chorus","15","Edinburg North HS","108904","Edinburg","Linda A. Hernandez","","Christopher Munn","AAAAAA","Varsity","","175215","A Red  Red Rose (11729) (accomp)","Mulholland/Rodby","Fair Phyllis (11550) (SATB) (a cappella)","Farmer","Flight Song","Arnesen","La Tanya Bell","Wesley Davis","Charles Flores","1","1","1","1","Christin Abbott","David Downam","Matias Garcia","1","2","2","2","1"
"04/20/2022","931-Mixed Chorus","15","LJ: Juarez-Lincoln HS","108912004","Mission","Victoria Rose Cantu","","Julie Dynnik","AAAAAA","Non-Varsity","","174147","If Music Be the Food of Love","Andrew Miller","My Lord  What a Morning","Greg Gilpin","El Grillo ","Josquin des Prez","La Tanya Bell","Wesley Davis","Charles Flores","2","3","2","2","Christin Abbott","David Downam","Matias Garcia","2","1","2","2",""
"04/20/2022","931-Mixed Chorus","15","LJ: La Joya HS","108912","La Joya","Lio Stephanie Valencia","","","AAAAAA","Varsity","","176845","Do Not Stand At My Grave and Weep (18493) (SATB) (accomp)","Farnell","Yo Le Canto Todo El Dia (15060) (SSATB) (accomp)","Brunner","Tchaka ","S. Guillaume","La Tanya Bell","Wesley Davis","Charles Flores","1","2","1","1","Christin Abbott","David Downam","Matias Garcia","2","2","2","2","1"
"04/20/2022","931-Mixed Chorus","15","Mc: Memorial HS","108906002","McAllen","Omar Samaniego","","Aliya Rodriguez/Ernesto Vergara","AAAAA","Varsity","","172725","Bach (Again)  Come Sweet Death","J.S. Bach/R. Sandberg","O Love (24232) (SATB) (accomp)","Hagenberg","El Vito (15119) (SATB divisi) (piano  4 hands) (accomp)","Anon. or Trad./Wilberg","La Tanya Bell","Wesley Davis","Charles Flores","1","1","1","1","Christin Abbott","David Downam","Matias Garcia","1","1","1","1","A"
"04/20/2022","931-Mixed Chorus","15","Mc: Rowe HS","108906006","McAllen","Joshua Watkins","","Dan Steenken","AAAAA","Varsity","","171381","The Last Words of David (22812) (SATB) (accomp)","Thompson","Shout to God (16803) (SATB) (accomp)","Martin","Ubi Caritas","Gjeilo","La Tanya Bell","Wesley Davis","Charles Flores","1","1","1","1","Christin Abbott","David Downam","Matias Garcia","1","1","1","1","A"
"04/20/2022","931-Mixed Chorus","15","McAllen HS","108906001","McAllen","Walter Shirah","","Robert Cruhm/Gabrielle Smith","AAAAA","Varsity","","167672","Gloria in Excelsis","Vivaldi ","Dirait-on","Lauridsen","Salmo 150","Aguiar","La Tanya Bell","Wesley Davis","Charles Flores","1","1","1","1","Christin Abbott","David Downam","Matias Garcia","1","1","1","1","A"
"04/20/2022","931-Mixed Chorus","15","MISS:Veterans Memo HS","108908002","Mission","Vanessa Rodriguez","Faith Varlack","","AAAAA","Non-Varsity","","167910","Viva!","Mozart/Leibrgen","Lord  make me an instrument (from Lux Perpetua) (15055) (alto  bass soli) (accomp)","Willcocks","I'm Gonna Sing When the Spirit Says Sing","DesJardins","La Tanya Bell","Wesley Davis","Charles Flores","1","1","1","1","Christin Abbott","David Downam","Matias Garcia","2","2","2","2","2"
"04/20/2022","931-Mixed Chorus","15","PSJA High School","108909001","San Juan","Lori Rodriguez","","Aharren Torres","AAAAAA","Non-Varsity","","168038","El Vito (19586) (SAB) (accomp)","Traditional Spanish/Crocker","O Magnum Mysterium (22769) (SAB) (a cappella)","Ramos","Come Live With Me and Be My Love (18492) (SSAB) (accomp)","Gilpin","La Tanya Bell","Wesley Davis","Charles Flores","1","1","1","1","Christin Abbott","David Downam","Matias Garcia","1","1","1","1","C"
