UNIVERSITY INTERSCHOLASTIC LEAGUE
OFFICIAL CONCERT & SIGHTREADING CONTEST RESULTS
"Contest Date","Event","Region","School","TEA Code","City","Director","Additional Director","Accompanist","Conference","Classification","Non-Varsity Group","Entry Number","Title 1","Composer 1","Title 2","Composer 2","Title 3","Composer 3","Concert Judge","Concert Judge","Concert Judge","Concert Score 1","Concert Score 2","Concert Score 3","Concert Final Score","Sight Reading Judge","Sight Reading Judge","Sight Reading Judge","Sight Reading Score 1","Sight Reading Score 2","Sight Reading Score 3","Sight Reading Final Score","Award"
"04/12/2022","931-Mixed Chorus","6","Andrews High School","002901","Andrews","Michael D. Matlock","Gabriel Sanchez  Whitney Ellison  Kenneth Davis","Kathy Kuhn","AAAA","Varsity","","173928","Festival Gloria (11516) (accomp)","Porterfield","Amazing Grace (11452) (a cappella)","Anon. or Trad./Valerio/Buechner","Dirait-On (from Les Chansons des Roses) (11715) (SATBB) (French) (accomp)","Lauridsen","Denise Eaton","Wendy Weeks","Randy Preston","1","1","1","1","Mike Bryson","Amy Francis","Patrick Mann","1","1","1","1","A"
"04/12/2022","931-Mixed Chorus","6","Big Spring HS ","307248","Big Spring","Gershom Garcia","","Beth Spence","AAAA","Varsity","","177178","O Love (24232) (SATB) (accomp)","Hagenberg","Jede sedlak","Jaroslav Krcek","I Love My Love (11846) (SATB divisi) (a cappella)","Anon. or Trad./Holst","Denise Eaton","Wendy Weeks","Randy Preston","1","1","1","1","Mike Bryson","Amy Francis","Patrick Mann","1","1","1","1","A"
"04/12/2022","931-Mixed Chorus","6","Fort Stockton HS","186902001","Fort Stockton","Omar Guerrero","","Olsen  Beverly","AAAA","Varsity","","176963","All Things Bright and Beautiful","Rutter","Esto Les Digo","Lange","Elijah Rock","Spiritual/Emerson","Denise Eaton","Wendy Weeks","Randy Preston","4","3","3","3","Mike Bryson","Amy Francis","Patrick Mann","4","4","5","4",""
"04/12/2022","931-Mixed Chorus","6","Lake View HS","226903002","San Angelo","Amy Harris","","GeNelle Willis","AAAA","Varsity","","177144","Do Not Stand At My Grave and Weep (18493) (SATB) (accomp)","Farnell","Sing to the Lord (11227) (SAB) (a cappella)","Crocker","Ashokan Farewell","Jay Ungar/arr. Carole Stephens","Denise Eaton","Wendy Weeks","Randy Preston","3","4","3","3","Mike Bryson","Amy Francis","Patrick Mann","4","5","4","4",""
"04/12/2022","931-Mixed Chorus","6","Legacy High School","165901002","Midland","Guadalupe Rivera","Laurie Wash","LuAnn Lane","AAAAAA","Varsity","","173817","Kyrie (from Mass in C Major) (11910) (Latin) (keyboard) (accomp)","Beethoven","They Are At Rest (11829) (SATB divisi) (a cappella)","Elgar/Rutter","How Great Thou Art","Hine/Forrest","Denise Eaton","Wendy Weeks","Randy Preston","1","1","1","1","Mike Bryson","Amy Francis","Patrick Mann","1","1","1","1","A"
"04/12/2022","931-Mixed Chorus","6","Midland HS","1659010300","Midland","Christie Lujan","","","AAAAAA","Varsity","","169680","La Chaparrita (11687)","Anon. or Trad./Tabbush","Earth Song (17750)","Ticheli","Dies Irae (24235)","Trotta","Denise Eaton","Wendy Weeks","Randy Preston","2","3","1","2","Mike Bryson","Amy Francis","Patrick Mann","3","3","2","3",""
"04/12/2022","931-Mixed Chorus","6","Monahans HS","238902001","Monahans","Austin Billett","","Billie Lu Billett","AAAA","Non-Varsity","","173042","My Hearts In the Highlands (11261) (accomp)","Moore","Sanctus (17735) (SAT(B)) (accomp)","Howard","Ticket to the Kingdom","Moore","Denise Eaton","Wendy Weeks","Randy Preston","1","2","2","2","Mike Bryson","Amy Francis","Patrick Mann","2","2","2","2",""
"04/12/2022","931-Mixed Chorus","6","Odessa High School","068901","Odessa","Ginger Storey","Rob Rodgers","LuAnn Lane","AAAAAA","Varsity","","172437","Tambur (17761) (SATB) (a cappella)","Anon. or Trad./Bardos","Now Touch the Air Softly","Susan LaBarr","Alleluia (from Songs of Faith) (15127) (SATB divisi) (piano  horn and percussion) (accomp)","Basler","Denise Eaton","Wendy Weeks","Randy Preston","1","1","1","1","Mike Bryson","Amy Francis","Patrick Mann","1","1","1","1","A"
"04/12/2022","931-Mixed Chorus","6","Permian HS","068901003","Odessa","Kenneth Sieloff","Stephanie Burton & Jeb Harris","Connie Viverette","AAAAAA","Varsity","","176303","Alleluia (24233) (SATB) (a cappella)","Hagenberg","Goodnight Moon (22815) (SATB) (accomp)","Whitacre","Kalinda (21965) (a cappella)","Guillaume","Denise Eaton","Wendy Weeks","Randy Preston","1","1","1","1","Mike Bryson","Amy Francis","Patrick Mann","1","1","1","1","A"
"04/12/2022","931-Mixed Chorus","6","San Angelo Central HS","226903001","San Angelo","Landon Gilmore","Sunday Vaught","Lani Schmidt","AAAAAA","Varsity","","176805","Exsultate justi in Domino (16843)","Adams","My Lord Has Come","Will Todd","Lullaby (19394)","Elder","Denise Eaton","Wendy Weeks","Randy Preston","1","1","1","1","Mike Bryson","Amy Francis","Patrick Mann","1","1","1","1","A"
"04/12/2022","933-Tenor/Bass Chorus","6","Andrews High School","002901","Andrews","Michael D. Matlock","Gabriel Sanchez  Whitney Ellison  Kenneth Davis","Kathy Kuhn","AAAA","Varsity","","173930","Who Are the Brave (12899)","Martin","Ave Maria (from Two Renaissance Chorals For Men) (15252)","Arcadelt/Robinson","Cindy (12806)","Anon. or Trad./Johnson","Denise Eaton","Wendy Weeks","Randy Preston","1","1","1","1","Mike Bryson","Amy Francis","Patrick Mann","1","1","1","1","B"
"04/12/2022","933-Tenor/Bass Chorus","6","Andrews HS","002901","Andrews","Gabriel Sanchez","Michael D Matlock  Whitney Ellison  Kenneth Davis ","Kathy Kuhn","AAAA","Non-Varsity","","174063","A Jubilant Gloria (17008)","Lightfoot","Golden Slumber (12694)","Shearer","Shoshone Love Song (12640)","Emerson","Denise Eaton","Wendy Weeks","Randy Preston","2","2","2","2","Mike Bryson","Amy Francis","Patrick Mann","2","1","3","2",""
"04/12/2022","933-Tenor/Bass Chorus","6","Big Spring HS ","307248","Big Spring","Gershom Garcia","Lowell Castolenia","Beth Spence","AAAA","Varsity","","177183","Sanctus! Sanctus! (24240) (TBB) (accomp)","Wolff","Myfanwy Arabella","Dyfed Wyn Edwards","Flying Solo (22729) (TBB) (accomp)","Silvey","Denise Eaton","Wendy Weeks","Randy Preston","1","1","1","1","Mike Bryson","Amy Francis","Patrick Mann","1","1","1","1","B"
"04/12/2022","933-Tenor/Bass Chorus","6","Legacy High School","165901002","Midland","Guadalupe Rivera","Laurie Wash","LuAnn Lane","AAAAAA","Varsity","","173823","Think On Me (15309) (accomp)","Anon. or Trad./Mulholland","The Morning Trumpet (20730) (a cappella)","Leland/Wilberg","Music in the Air","Arr. by Ryan Murphy","Denise Eaton","Wendy Weeks","Randy Preston","1","1","1","1","Mike Bryson","Amy Francis","Patrick Mann","1","1","1","1","B"
"04/12/2022","933-Tenor/Bass Chorus","6","Midland HS","1659010300","Midland","Christie Lujan","","LuAnn Lane","AAAAAA","Varsity","","170151","Give Me The River ","Young","The Pasture (from Frostiana) (12911)","Thompson","Chickens in the Garden (16939)","Hatfield","Denise Eaton","Wendy Weeks","Randy Preston","3","3","3","3","Mike Bryson","Amy Francis","Patrick Mann","2","2","2","2",""
"04/12/2022","933-Tenor/Bass Chorus","6","Midland HS","1659010300","Midland","Christie Lujan","Kristina Reed","Vivian Moss","AAAAAA","NVar-Combined","","168698","Omnia Vincit Amor (20801) (TB)(accomp or accapella)","Trotta","She Is Evening (18504) (T(T)B) (accomp)","Courtney","Wade in the Water","Davison","Denise Eaton","Wendy Weeks","Randy Preston","2","2","2","2","Mike Bryson","Amy Francis","Patrick Mann","3","4","3","3",""
"04/12/2022","933-Tenor/Bass Chorus","6","Odessa HS","068901","Odessa  TX","Rob Rodgers","Ginger Storey","Karen Eychaner","AAAAAA","Varsity","","175841","In Taberna Quando Sumus (20731) (accomp)","Orff","Down in the Valley (12900) (accomp)","Anon. or Trad./Mead","Loch Lomond (17814) (TTBB) (a cappella)","Anon. or Trad./Quick","Denise Eaton","Wendy Weeks","Randy Preston","1","1","1","1","Mike Bryson","Amy Francis","Patrick Mann","2","1","1","1","B"
