UNIVERSITY INTERSCHOLASTIC LEAGUE
OFFICIAL CONCERT & SIGHTREADING CONTEST RESULTS
"Contest Date","Event","Region","School","TEA Code","City","Director","Additional Director","Accompanist","Conference","Classification","Non-Varsity Group","Entry Number","Title 1","Composer 1","Title 2","Composer 2","Title 3","Composer 3","Concert Judge","Concert Judge","Concert Judge","Concert Score 1","Concert Score 2","Concert Score 3","Concert Final Score","Sight Reading Judge","Sight Reading Judge","Sight Reading Judge","Sight Reading Score 1","Sight Reading Score 2","Sight Reading Score 3","Sight Reading Final Score","Award"
"03/30/2022","931-Mixed Chorus","4","Liberty-Eylau High School","019908","Maud","Sherri Pickering","","Vickie AlDubais","AAAA","Varsity","","174218","Away from the Roll of the Sea (11501) (accomp)","MacGillivray","Tanzen und Springen (11363) (German) (SSATB) (a cappella)","Hassler","Lord I Know I Been Changed (17740) (SATB) (accomp)","Shackley","Robyn Holliman","Joy Hope","John Tucker","3","2","2","2","Tommy Corley","David Lawson","Virginia Pevey","1","1","1","1","1"
"03/30/2022","931-Mixed Chorus","4","Marshall High School","?102902","Marshall","Stephanie Ferro","Remington Foster","Luanne Neely","AAAAA","Varsity","","172377","Viva! (21951) (accomp)","Mozart/Liebergen","Esto Les Digo (15032) (SATB  sop solo) (a cappella)","Lange","Wade in the Water","Arr. Hogan/Ed. Purifoy","Robyn Holliman","Joy Hope","John Tucker","2","2","2","2","Tommy Corley","David Lawson","Virginia Pevey","2","1","2","2",""
"03/30/2022","931-Mixed Chorus","4","Mt. Pleasant High School","225902001","Mt. Pleasant","Nancy Vines","Joshua Miles","Deanna Warren","AAAAA","Non-Varsity","","175022","Psallite","Praetorius","Lobet den Herren","Praetorius","Set Me As A Seal","Leavitt","Robyn Holliman","Joy Hope","John Tucker","4","3","3","3","Tommy Corley","David Lawson","Virginia Pevey","3","3","3","3",""
"03/30/2022","931-Mixed Chorus","4","North Lamar High School","407621","Paris","Rebecca Hildreth","","Jim Adams","AAAA","Varsity","","174036","Plaudite Manibus (Clap Your Hands)","Albrecht","Esto Les Digo (15032) (SATB  sop solo) (a cappella)","Lange","O Love (24232) (SATB) (accomp)","Hagenberg","Robyn Holliman","Joy Hope","John Tucker","1","1","1","1","Tommy Corley","David Lawson","Virginia Pevey","1","1","1","1","A"
"03/30/2022","931-Mixed Chorus","4","Pine Tree High School","092904","Longview","Danielle Warren","","York  Cherisa","AAAAA","Non-Varsity","","174499","Do Not Stand At My Grave and Weep (18493) (SATB) (accomp)","Farnell","Elijah Rock (20702) (SATB  ) (accomp)","Spiritual/Emerson","Awake  My Soul  and Sing!","Johnson","Robyn Holliman","Joy Hope","John Tucker","1","1","1","1","Tommy Corley","David Lawson","Virginia Pevey","1","1","1","1","C"
"03/30/2022","931-Mixed Chorus","4","Sulphur Springs High School","?112901","SULPHUR SPRINGS","Beth Cole","","Melissa Bilyeu","AAAAA","Varsity","","172131","Dirait-On (from Les Chansons des Roses) (11715) (SATBB) (French) (accomp)","Lauridsen","I Will Arise (11448) (a cappella)","Anon. or Trad./Shaw/Parker","Domine  tu mihi lavas pedes ","José Maurício Nunes Garcia ","Robyn Holliman","Joy Hope","John Tucker","2","2","2","2","Tommy Corley","David Lawson","Virginia Pevey","2","2","2","2",""
"03/30/2022","931-Mixed Chorus","4","Texas High School","19907002","Texarkana","Jennifer ColtonFowler","","","AAAAA","Varsity","","175206","If Music Be the Food of Love (18243) (SAB) (piano  flt or vln [not opt]) (accomp)","Miller","Alleluia (20826) (SAB) (accomp)","Byrd/Robinson","Shalom Aleichem (11286) (Hebrew) (SAB) (a cappella)","Goldfarb/Aldema","Robyn Holliman","Joy Hope","John Tucker","1","2","2","2","Tommy Corley","David Lawson","Virginia Pevey","1","1","1","1","1"
"03/30/2022","931-Mixed Chorus","4","Texas High School","19907002","Texarkana","Jennifer ColtonFowler","","","AAAAA","Non-Varsity","","175205","Rain Has Fallen (22744) (3 part mixed) (accomp)","Gray","Gloria Patri et Filio (22745) (3 part mixed) (opt cello) (accomp)","Vivaldi/Liebergen","For the Beauty of the Earth ","Crocker","Robyn Holliman","Joy Hope","John Tucker","DNA","DNA","DNA","DNA","Tommy Corley","David Lawson","Virginia Pevey","DNA","DNA","DNA","DNA",""
"03/30/2022","931-Mixed Chorus","4","White Oak High School","092908","75693","Michelle Stone","","Ruthie Hughes","AA","Non-Varsity","","175214","Didnt My Lord Deliver Daniel (11248) (SAB) (accomp)","Anon. or Trad./Emerson","Danny Boy and Shenandoah (24219) (SAB) (accomp)","Traditional/Gilpin","Sound Forth The Trumpet In Zion (11433) (SAB) (a cappella)","Morley/Proulx","Robyn Holliman","Joy Hope","John Tucker","3","1","3","3","Tommy Corley","David Lawson","Virginia Pevey","1","1","1","1","2"
"03/30/2022","935-Treble Chorus","4","Marshall High School","?102902","Marshall","Stephanie Ferro","Remington Foster","Luanne Neely","AAAAA","Non-Varsity","","172379","Lux Aeterna (19593) (SA)(a cappella or accomp) (a cappella)","Jones","Sing Dem Herrn","Praetorius/DePue","And So I Sing (24265) (SSA) (opt. violin) (accomp)","Jones","Robyn Holliman","Joy Hope","John Tucker","2","2","1","2","Tommy Corley","David Lawson","Virginia Pevey","1","1","2","1","2"
"03/30/2022","935-Treble Chorus","4","North Lamar High School","407621","Paris","Rebecca Hildreth","","Jim Adams","AAAA","Non-Varsity","","174038","God Be In My Head (17830) (SA) (accomp)","Ramsey","Ive Been in the Storm So Long (22818) (SA) (opt descant) (opt piano) (a cappella)","Traditional Spiritual/Jones","Nino Precioso (24259) (2 part) (opt. percussion) (accomp)","Traditional Nicaraguan Folksong/Powell","Robyn Holliman","Joy Hope","John Tucker","2","2","2","2","Tommy Corley","David Lawson","Virginia Pevey","2","2","2","2",""
"03/30/2022","935-Treble Chorus","4","Paris High School","139909","Paris","Grace Tucker","","LeAnn Starnes Barbee","AAAA","Non-Varsity","A","175015","Like a Rose in the Summer","Crocker","Tarantella","Bobetsky","Lunar Lullaby","Narverud","Robyn Holliman","Joy Hope","John Tucker","1","1","1","1","Tommy Corley","David Lawson","Virginia Pevey","2","2","2","2","2"
"03/30/2022","935-Treble Chorus","4","Sulphur Springs High School","?112901","SULPHUR SPRINGS","Beth Cole","","Melissa Bilyeu","AAAAA","Non-Varsity","","172132","Kikkehihi (12142) (German) (SSA) (a cappella)","Schein","Who Has Seen the Wind (12298) (SA) (accomp)","Kreutz","E Quando Udito (12217) (SA) (accomp)","Marcello/Martens","Robyn Holliman","Joy Hope","John Tucker","2","2","2","2","Tommy Corley","David Lawson","Virginia Pevey","1","1","1","1","2"
