UNIVERSITY INTERSCHOLASTIC LEAGUE
OFFICIAL CONCERT & SIGHTREADING CONTEST RESULTS
"Contest Date","Event","Region","School","TEA Code","City","Director","Additional Director","Accompanist","Conference","Classification","Non-Varsity Group","Entry Number","Title 1","Composer 1","Title 2","Composer 2","Title 3","Composer 3","Concert Judge","Concert Judge","Concert Judge","Concert Score 1","Concert Score 2","Concert Score 3","Concert Final Score","Sight Reading Judge","Sight Reading Judge","Sight Reading Judge","Sight Reading Score 1","Sight Reading Score 2","Sight Reading Score 3","Sight Reading Final Score","Award"
"03/31/2022","931-Mixed Chorus","29","Brennan High School","015915024","San Antonio","Jimmy Garrett","","Precious Coleman","AAAAAA","Non-Varsity","","173267","Shout to God (16803) (SATB) (accomp)","Martin","Earth Song (17750) (SATB) (a cappella)","Ticheli","Watercolor Sky (22783) (SATB) (accomp)","Tippette"," Dr. Michael Crawford"," Stan McGill"," Tyron Shaw","1","1","1","1"," Tanna Bills"," Tiffany Cristo"," Angus McLeod","1","1","1","1","C"
"03/31/2022","931-Mixed Chorus","29","Earl Warren High School","'015915019","San Antonio","Colin Varville","Brenna Santos","Manahara Virasinha","AAAAAA","Varsity","","174008","Sing Me to Heaven","Gawthrop","O Praise the Mighty Lord (from Joshua)","Handel / Liebergen","Let My Love Be Heard","Runestad"," Dr. Michael Crawford"," Stan McGill"," Tyron Shaw","1","1","1","1"," Tanna Bills"," Tiffany Cristo"," Angus McLeod","1","1","1","1","A"
"03/31/2022","931-Mixed Chorus","29","Health Careers","015 915 006","San Antonio","Martha Bagwell","","Paul Jensen","AAAAAA","Non-Varsity","","172997","I Will Arise (11448) (a cappella)","Anon. or Trad./Shaw/Parker","Placido e il mar (11728) (Italian) (accomp)","Mozart/Wagner","Erev shel shoshanim (11496) (Hebrew) (accomp)","Anon. or Trad./Klebanow"," Dr. Michael Crawford"," Stan McGill"," Tyron Shaw","2","1","1","1"," Tanna Bills"," Tiffany Cristo"," Angus McLeod","1","1","1","1","C"
"03/31/2022","931-Mixed Chorus","29","John Marshall Harlan","015915025","San Antonio","Miguel Ochoa","","None","AAAAAA","Varsity","","174009","Hear My Prayer","Moses Hogan","Earth Song","Frank Ticheli","Tumekuja Kuimba","Lynn Zettlemoyer"," Dr. Michael Crawford"," Stan McGill"," Tyron Shaw","1","1","2","1"," Tanna Bills"," Tiffany Cristo"," Angus McLeod","2","3","3","3","1"
"03/31/2022","931-Mixed Chorus","29","John Marshall High School","015915003","San Antonio","Sherry Millican","","Manahara Virasinha","AAAAAA","Varsity","A","169469","Blow  Blow  Thou Winter Wind","John Rutter","Let The Music Fill You Soul","Jacob Narverud","Alles hat seine Zeit","Joseph Haydn"," Dr. Michael Crawford"," Stan McGill"," Tyron Shaw","1","1","2","1"," Tanna Bills"," Tiffany Cristo"," Angus McLeod","2","3","2","2","1"
"03/31/2022","931-Mixed Chorus","29","John Paul Stevens","015915022","San Antonio","Emily Jodon","Shawna Hendricks ","Doug Boldt","AAAAAA","Non-Varsity","","173954","Omnia Sol ","Stroope ","Dies Irae ","Main ","Hold Fast to Dreams ","LaBarr"," Dr. Michael Crawford"," Stan McGill"," Tyron Shaw","2","1","2","2"," Tanna Bills"," Tiffany Cristo"," Angus McLeod","1","1","1","1","2"
"03/31/2022","931-Mixed Chorus","29","Louis Brandeis","446254","San Antonio","Bonnie Wolfe","","Carlisle","AAAAAA","Non-Varsity","","174621","Sing Out Your Joy (11477) (accomp)","Crocker","Brooms (Veniki) (16809) (SATB) (a cappella)","Anon. or Trad./Rubtsov","Glow","Whitacre"," Dr. Michael Crawford"," Stan McGill"," Tyron Shaw","1","1","1","1"," Tanna Bills"," Tiffany Cristo"," Angus McLeod","1","1","1","1","C"
"03/31/2022","931-Mixed Chorus","29","Sandra Day O'Connor","015915016","Helotes","Sarah Stevens","","Manahara Virasinha","AAAAAA","Non-Varsity","","174451","Chi la Gagliarda (11407) (Italian) (1 verse) (w/ or w/o accomp) (a cappella)","Donato/Klein","Do Not Stand At My Grave and Weep (18493) (SATB) (accomp)","Farnell","Exsultate justi in Domino (16843) (SATB) (accomp)","Adams"," Dr. Michael Crawford"," Stan McGill"," Tyron Shaw","1","1","1","1"," Tanna Bills"," Tiffany Cristo"," Angus McLeod","1","1","1","1","C"
"03/31/2022","931-Mixed Chorus","29","Tom C. Clark","015915005","San Antonio","Keith Martinez","","Paul Jensen","AAAAAA","Non-Varsity","","174228","Der Tanz","Schubert","Muana Moke","Johnson","O Love","Hagenberg"," Dr. Michael Crawford"," Stan McGill"," Tyron Shaw","2","1","1","1"," Tanna Bills"," Tiffany Cristo"," Angus McLeod","1","1","1","1","C"
"03/31/2022","931-Mixed Chorus","29","William Howard Taft","015915007","San Antonio  Texas","Judy Lee Welch ","","Debby Heitze ","AAAAAA","Non-Varsity","","169899","Omnia Sol (24229) (SSAB) (opt. brass and percussion) (accomp)","Stroope","Der Tanz (11740) (German) (accomp)","Schubert/Robinson","Piu Non Si Travano","Mozart"," Dr. Michael Crawford"," Stan McGill"," Tyron Shaw","1","1","1","1"," Tanna Bills"," Tiffany Cristo"," Angus McLeod","1","1","1","1","C"
