UNIVERSITY INTERSCHOLASTIC LEAGUE
OFFICIAL CONCERT & SIGHTREADING CONTEST RESULTS
"Contest Date","Event","Region","School","TEA Code","City","Director","Additional Director","Accompanist","Conference","Classification","Non-Varsity Group","Entry Number","Title 1","Composer 1","Title 2","Composer 2","Title 3","Composer 3","Concert Judge","Concert Judge","Concert Judge","Concert Score 1","Concert Score 2","Concert Score 3","Concert Final Score","Sight Reading Judge","Sight Reading Judge","Sight Reading Judge","Sight Reading Score 1","Sight Reading Score 2","Sight Reading Score 3","Sight Reading Final Score","Award"
"04/04/2019","931-Mixed Chorus","27","Bridgeland High School","","Cypress","John Krystyniak","","","AAAAAA","Non-Varsity","","147509","My Heart's In The Highlands (vln) (accomp)","Schultz","Tanzen und Springen (German) (SSATB) (a cappella)","Hassler","Clap Your Hands and Sing! (SATB) (accomp)","Lightfoot","Judy Boyter","Jo Dilllard","Janet Menzie","1","2","1","1","Dennis Boyter","Karla Cruz","Caroline Woodard","1","1","1","1","C"
"04/04/2019","931-Mixed Chorus","27","Cypress Falls High School","","Houston","Matthew Perez","","Beth McConnell","AAAAAA","Non-Varsity","","147704","Haec Dies (accomp)","Adams","Behold  How Good","Trotta","Come to the Music (SSATTB) (piccolo & percussion optional) (accomp)","Martin","Judy Boyter","Jo Dilllard","Janet Menzie","1","1","1","1","Dennis Boyter","Karla Cruz","Caroline Woodard","1","1","1","1","C"
"04/04/2019","931-Mixed Chorus","27","Cypress Park HS","","Cypress","Kammi Estelle","","","AAAAAA","Non-Varsity","","146636","Erev shel shoshanim (Hebrew) (accomp)","Anon. or Trad./Klebanow","Je le vous dirai! (French) (a cappella)","Certon/Leavitt","Stars I Shall Find (SATB) (accomp)","Johnson","Judy Boyter","Jo Dilllard","Janet Menzie","1","1","1","1","Dennis Boyter","Karla Cruz","Caroline Woodard","1","1","1","1","C"
"04/04/2019","931-Mixed Chorus","27","Northbrook High School","","Houston","John Markert","","Kerry Elrod","AAAAAA","Non-Varsity","","148112","O Praise the Lord With Heart and Voice (SAB) (keyboard) (accomp)","Haydn/Hopson","My Lord  What a Morning (SAB) (accomp)","Anon. or Trad./Gilpin","How Fair a Rose?  (from Three New Madrigals) (SAB) (a cappella)","Althouse","Judy Boyter","Jo Dilllard","Janet Menzie","1","1","1","1","Dennis Boyter","Karla Cruz","Caroline Woodard","1","1","1","1","C"
"04/04/2019","933-Tenor/Bass Chorus","27","Bridgeland High School","","Cypress","John Krystyniak","","","AAAAAA","Non-Varsity","","147851","Arirang (TTB) (accomp)","Beery","Amor Vittorioso (TBB) (a cappella)","Gastoldi/Leininger","A Jubilant Gloria (TTB) (accomp)","Lightfoot","Judy Boyter","Jo Dilllard","Janet Menzie","1","1","1","1","Dennis Boyter","Karla Cruz","Caroline Woodard","1","1","1","1","C"
"04/04/2019","933-Tenor/Bass Chorus","27","Cy-Fair High School","","Cypress","Rachel Fiorini","Evan Key","Beverly Wanner","AAAAAA","Non-Varsity","","145777","Come Travel With Me (TTB) (accomp)","Farthing","Will You Come to the Bow'r? (Three Songs for Male Chorus)","Shearer","Charlottown (TB) (accomp)","Anon. or Trad./Porterfield","Judy Boyter","Jo Dilllard","Janet Menzie","1","1","1","1","Dennis Boyter","Karla Cruz","Caroline Woodard","1","1","1","1","C"
"04/04/2019","933-Tenor/Bass Chorus","27","Cypress Creek High School","","Cypress","Alexander Bruce","Sharon Paul","Jane Malczewskyj","AAAAAA","Non-Varsity","","147898","I'm Bound Away (TB) (accomp)","Anon. or Trad./Patterson","Leave Her  Johnny (TB or TTB) (a cappella)","Anon. or Trad./Crocker","Dedication (TB) (accomp)","Anon. or Trad./Follett","Judy Boyter","Jo Dilllard","Janet Menzie","1","1","1","1","Dennis Boyter","Karla Cruz","Caroline Woodard","1","1","1","1","C"
"04/04/2019","933-Tenor/Bass Chorus","27","Cypress Falls High School","","Houston","Deidre Douglas","","Beth McConnell","AAAAAA","Sub Non-Varsity","","148142","Sing Me a Song of a Lad That Is Gone (TTB) (accomp)","Porterfield","Stars Of the Summer Night (TBB) (a cappella)","Anon. or Trad./Follett","Alleluia","Bach/Lefebvre","Judy Boyter","Jo Dilllard","Janet Menzie","1","1","1","1","Dennis Boyter","Karla Cruz","Caroline Woodard","1","1","1","1","C"
"04/04/2019","933-Tenor/Bass Chorus","27","Cypress Falls High School","","Houston","Matthew Perez","","Beth McConnell","AAAAAA","Non-Varsity","","147705","Psallite (TBB) (a cappella)","Praetorius/Robinson","Tell My Father","Ramsey","Sixteen Tons (TBB divisi) (accomp)","Travis/Artman","Judy Boyter","Jo Dilllard","Janet Menzie","1","1","1","1","Dennis Boyter","Karla Cruz","Caroline Woodard","1","1","1","1","C"
"04/04/2019","933-Tenor/Bass Chorus","27","Cypress Lakes High School","","Katy","Lelah Loftin","Rebecca Vaughn  Cheryl Lafferty","Barbara Jones","AAAAAA","Non-Varsity","","146338","Drill Ye Tarriers (accomp)","Casey/Crocker","Lead Us  Heavenly Father  Lead Us","Arr by Scoggin","There Is a Lady  Sweet and Kind (TBB) (accomp)","Drennan","Judy Boyter","Jo Dilllard","Janet Menzie","1","2","1","1","Dennis Boyter","Karla Cruz","Caroline Woodard","1","1","1","1","C"
