UNIVERSITY INTERSCHOLASTIC LEAGUE
OFFICIAL CONCERT & SIGHTREADING CONTEST RESULTS
"Contest Date","Event","Region","School","TEA Code","City","Director","Additional Director","Accompanist","Conference","Classification","Non-Varsity Group","Entry Number","Title 1","Composer 1","Title 2","Composer 2","Title 3","Composer 3","Concert Judge","Concert Judge","Concert Judge","Concert Score 1","Concert Score 2","Concert Score 3","Concert Final Score","Sight Reading Judge","Sight Reading Judge","Sight Reading Judge","Sight Reading Score 1","Sight Reading Score 2","Sight Reading Score 3","Sight Reading Final Score","Award"
"03/10/2022","931-Mixed Chorus","29","Bandera","010902-001","Bandera","Catherine E Holmes","","TBA","AAAA","Non-Varsity","","171967","Amazing Grace (11452) (a cappella)","Anon. or Trad./Valerio/Buechner","The Slender Moon (24218) (SATB) (accomp)","Gilpin","Follow That Star ","Lewis"," Jennifer Holloway"," Denise Pitcock"," Crystal Tamaren","2","2","3","2"," Antionette Harris"," Joey Lowrance"," Sara Trammell","3","3","3","3",""
"03/10/2022","931-Mixed Chorus","29","Boerne HIgh School","130901 001","Boerne","Nancy West","","Debby Heitzke","AAAA","Varsity","","169399","My Hearts In The Highlands (15052) (vln) (accomp)","Schultz","Earth Song (17750) (SATB) (a cappella)","Ticheli","Oceans and Stars","Amy Bernon"," Jennifer Holloway"," Denise Pitcock"," Crystal Tamaren","1","1","1","1"," Antionette Harris"," Joey Lowrance"," Sara Trammell","1","1","1","1","A"
"03/10/2022","931-Mixed Chorus","29","Boerne-Champion ","TX-130301-130901002","Boerne ","Rachel Rabon","","Rachael Bynum ","AAAAA","Non-Varsity","","169977","Every Time I feel the Spirit","Smith","The Moon is Hiding in Her Hair","Burrows","Jubilate Deo","Albrecht"," Jennifer Holloway"," Denise Pitcock"," Crystal Tamaren","1","1","1","1"," Antionette Harris"," Joey Lowrance"," Sara Trammell","1","1","1","1","C"
"03/10/2022","931-Mixed Chorus","29","Boerne-Champion ","TX-130301-130901002","Boerne ","Rachel Rabon","","Rachael Bynum ","AAAAA","Varsity","","169970","Achieved Is The Glorious Work","Michaels","Set Me As a Seal","Clausen","Sing A Mighty Song","Gawthrop"," Jennifer Holloway"," Denise Pitcock"," Crystal Tamaren","1","1","1","1"," Antionette Harris"," Joey Lowrance"," Sara Trammell","1","1","1","1","A"
"03/10/2022","931-Mixed Chorus","29","Fresdericksburg","086901001","Fredericksburg","Ellie Parks","","Lee Ann Aldridge","AAAA","Varsity","","171177","Set Me As a Seal","Nance","Tanzen und springen","Hassler","Hodie","Narverud"," Jennifer Holloway"," Denise Pitcock"," Crystal Tamaren","2","1","1","1"," Antionette Harris"," Joey Lowrance"," Sara Trammell","2","1","1","1","A"
"03/10/2022","931-Mixed Chorus","29","Tivy High School","1339033001","Kerrville","Seth A. Lafler","","Amy Williams","AAAAA","Varsity","","171227","Come Live With Me and Be My Love","Gilpin","Lord I Know I Been Changed","Shackley","Gloria Deo!","Johnson"," Jennifer Holloway"," Denise Pitcock"," Crystal Tamaren","1","1","1","1"," Antionette Harris"," Joey Lowrance"," Sara Trammell","1","1","1","1","A"
"03/10/2022","933-Tenor/Bass Chorus","29","Boerne Middle School South","130901042","Boerne ","Jose Pineda","","Rachael Bynum","CCC","Varsity","","169608","Kyrie Eleison","Dan Davison","Soldier's Hallelujah","Vijay Singh","I'm Bound Away","Donald Moore"," Jennifer Holloway"," Denise Pitcock"," Crystal Tamaren","2","2","3","2"," Antionette Harris"," Joey Lowrance"," Sara Trammell","3","3","3","3",""
"03/10/2022","933-Tenor/Bass Chorus","29","Boerne North MS","130901 041","Boerne","Nancy West","","Debby Heitzke","CC","Non-Varsity","","169435","Masters In This Hall","Earlene Rentz","Three Latin Songs (18500) (T(T)B)(perform number 1 or 3) (a cappella)","Farnell","Sea Remembrance","Farnell"," Jennifer Holloway"," Denise Pitcock"," Crystal Tamaren","2","2","2","2"," Antionette Harris"," Joey Lowrance"," Sara Trammell","1","1","1","1","2"
"03/10/2022","933-Tenor/Bass Chorus","29","Peterson MS ","133903041","Kerrville","Jessie Putnam","","Amy Williams","CCC","Non-Varsity","","171505","Shenandoah","Rentz","Benedictus","Schram","One More River","Rentz"," Jennifer Holloway"," Denise Pitcock"," Crystal Tamaren","1","1","1","1"," Antionette Harris"," Joey Lowrance"," Sara Trammell","1","1","1","1","D"
"03/10/2022","933-Tenor/Bass Chorus","29","Voss","130901043","Boerne","Jose Pineda","","Rachael Bynum","CC","Varsity","","169597","What Shall We Do With a Drunken Sailor?","Daniel Ponce","Soldier's Hallelujah","Vijay Singh","Every Time I Feel the Spirit","Donald Moore"," Jennifer Holloway"," Denise Pitcock"," Crystal Tamaren","2","2","1","2"," Antionette Harris"," Joey Lowrance"," Sara Trammell","3","4","4","4",""
"03/10/2022","935-Treble Chorus","29","Bandera","010902-001","Bandera","Catherine E Holmes","","TBA","AAAA","Non-Varsity","","171966","Ode to Peace (12165) (2 part) (opt brass quintet) (accomp)","Gallina","Au clair de la lune (12109) (SSA ONLY) (a cappella)","Anon. or Trad./Crocker","A Dream Within a Dream (17842) (SSA) (accomp)","Gray"," Jennifer Holloway"," Denise Pitcock"," Crystal Tamaren","2","1","2","2"," Antionette Harris"," Joey Lowrance"," Sara Trammell","2","2","1","2",""
"03/10/2022","935-Treble Chorus","29","Bandera MS","010902041","Bandera","Michelle Luevano","","","CC","Varsity","","172040","When I am Silent","Joan Varner","Spring Quiet","Emily Crocker","Where Can I Go?","Paul David Thomas"," Jennifer Holloway"," Denise Pitcock"," Crystal Tamaren","1","2","2","2"," Antionette Harris"," Joey Lowrance"," Sara Trammell","2","2","2","2",""
"03/10/2022","935-Treble Chorus","29","Boerne HIgh School","130901 001","Boerne","Nancy West","","Debby Heitzke","AAAA","Varsity","","169401","Let Your Life Sing (22872) (SSA) (accomp)","Farnell","Lineage (22880) (SSA) (percussion) (a cappella)","Ramsey","Where THe Light Begins","Susan LaBarr"," Jennifer Holloway"," Denise Pitcock"," Crystal Tamaren","1","1","1","1"," Antionette Harris"," Joey Lowrance"," Sara Trammell","1","1","1","1","B"
"03/10/2022","935-Treble Chorus","29","Boerne Middle School South","130901042","Boerne ","Jose Pineda","","Rachael Bynum","CCC","Varsity","","169769","Achat Shoalti","Valerie Shields","How Beautiful is Night","David Eddleman","Sing to Me","Andrea Ramsey"," Jennifer Holloway"," Denise Pitcock"," Crystal Tamaren","3","2","3","3"," Antionette Harris"," Joey Lowrance"," Sara Trammell","3","3","3","3",""
